1613654755045,3,116
1613654755051,4,88
1613654755051,4,77
1613654755051,4,64
1613654755051,2,193
1613654755051,3,3
1613654755051,0,79
1613654755051,2,167
1613654755051,3,21
1613654755051,0,190
1613654755052,0,133
1613654755052,0,56
1613654755052,0,88
1613654755052,0,144
1613654755052,2,107
1613654755052,1,89
1613654755052,0,130
1613654755052,0,35
1613654755052,1,133
1613654755052,1,6
1613654755052,1,182
1613654755052,0,105
1613654755052,0,27
1613654755052,0,0
1613654755052,1,6
1613654755052,0,80
1613654755052,4,38
1613654755052,1,47
1613654755052,3,42
1613654755052,3,77
1613654755052,3,114
1613654755052,3,129
1613654755052,1,170
1613654755052,4,146
1613654755052,2,20
1613654755052,1,11
1613654755053,0,113
1613654755053,0,25
1613654755053,3,140
1613654755053,0,4
1613654755053,1,162
1613654755053,1,159
1613654755053,1,1
1613654755053,2,110
1613654755053,1,60
1613654755053,2,52
1613654755053,1,161
1613654755053,1,94
1613654755053,1,104
1613654755053,4,72
1613654755053,1,160
1613654755053,1,81
1613654755053,1,135
1613654755053,3,149
1613654755053,1,69
1613654755053,1,191
1613654755053,0,86
1613654755053,2,105
1613654755053,1,130
1613654755053,4,186
1613654755053,3,43
1613654755053,0,106
1613654755053,1,35
1613654755054,4,157
1613654755054,1,199
1613654755054,0,17
1613654755054,2,43
1613654755054,0,182
1613654755054,2,131
1613654755054,3,170
1613654755054,4,172
1613654755054,2,38
1613654755054,2,37
1613654755054,3,24
1613654755054,3,45
1613654755054,4,133
1613654755054,1,114
1613654755054,1,171
1613654755054,3,43
1613654755054,4,8
1613654755054,1,91
1613654755054,0,139
1613654755054,2,114
1613654755054,4,5
1613654755054,1,114
1613654755054,1,171
1613654755054,2,35
1613654755054,1,99
1613654755054,4,75
1613654755054,0,81
1613654755054,4,134
1613654755054,2,45
1613654755054,3,53
1613654755054,0,186
1613654755054,3,30
1613654755054,1,141
1613654755054,0,81
1613654755054,4,56
1613654755054,0,42
1613654755054,4,138
1613654755054,0,167
1613654755054,1,149
1613654755054,1,199
1613654755054,3,28
1613654755054,1,13
1613654755054,0,39
1613654755054,0,48
1613654755054,1,109
1613654755054,2,1
1613654755054,0,116
1613654755054,3,129
1613654755055,2,15
1613654755055,4,12
1613654755055,1,13
1613654755055,3,197
1613654755055,2,66
1613654755055,4,158
1613654755055,2,116
1613654755055,2,101
1613654755055,1,28
1613654755055,1,94
1613654755055,4,15
1613654755055,3,25
1613654755055,4,32
1613654755055,1,129
1613654755055,1,116
1613654755055,3,166
1613654755055,2,66
1613654755055,2,184
1613654755055,0,197
1613654755055,2,160
1613654755055,4,143
1613654755055,0,196
1613654755055,1,148
1613654755055,0,143
1613654755055,4,175
1613654755055,3,67
1613654755055,0,101
1613654755055,3,180
1613654755055,2,36
1613654755055,1,106
1613654755055,4,48
1613654755055,3,186
1613654755055,3,2
1613654755055,4,122
1613654755055,3,117
1613654755055,4,39
1613654755056,4,47
1613654755056,0,173
1613654755056,0,104
1613654755056,1,34
1613654755056,4,146
1613654755056,4,95
1613654755056,3,60
1613654755056,1,4
1613654755056,2,37
1613654755056,4,55
1613654755056,2,42
1613654755056,4,185
1613654755056,1,36
1613654755056,0,61
1613654755056,3,33
1613654755056,2,22
1613654755056,1,165
1613654755056,0,83
1613654755056,4,12
1613654755056,3,58
1613654755056,4,31
1613654755056,3,174
1613654755056,0,145
1613654755056,1,78
1613654755056,2,157
1613654755056,3,164
1613654755056,2,166
1613654755056,2,111
1613654755056,4,18
1613654755056,0,22
1613654755056,4,140
1613654755056,3,24
1613654755056,2,109
1613654755056,1,149
1613654755056,3,6
1613654755056,0,74
1613654755056,1,164
1613654755056,4,173
1613654755056,4,16
1613654755056,0,174
1613654755056,3,82
1613654755057,4,94
1613654755057,2,129
1613654755057,2,119
1613654755057,0,154
1613654755057,4,144
1613654755057,3,163
1613654755057,4,139
1613654755057,0,51
1613654755057,4,196
1613654755057,3,176
1613654755057,2,96
1613654755057,0,100
1613654755057,3,184
1613654755057,4,196
1613654755057,4,32
1613654755057,4,182
1613654755057,0,81
1613654755057,2,7
1613654755057,2,119
1613654755057,4,159
1613654755057,1,87
1613654755057,1,154
1613654755057,0,17
1613654755057,1,11
1613654755057,0,158
1613654755057,0,190
1613654755057,2,119
1613654755057,3,194
1613654755057,1,89
1613654755057,4,186
1613654755057,3,32
1613654755057,4,95
1613654755057,0,87
1613654755057,1,44
1613654755057,0,178
1613654755057,4,157
1613654755057,0,8
1613654755057,0,92
1613654755057,3,64
1613654755057,2,49
1613654755057,3,174
1613654755057,4,70
1613654755057,1,114
1613654755057,3,37
1613654755057,2,198
1613654755057,1,102
1613654755057,3,42
1613654755058,0,104
1613654755058,1,62
1613654755058,2,67
1613654755058,2,11
1613654755058,0,16
1613654755058,4,174
1613654755058,2,198
1613654755058,4,154
1613654755058,0,194
1613654755058,3,57
1613654755058,3,130
1613654755058,2,23
1613654755058,0,190
1613654755058,1,59
1613654755058,3,19
1613654755058,1,186
1613654755058,0,141
1613654755058,3,178
1613654755058,4,1
1613654755058,2,72
1613654755058,0,76
1613654755058,1,198
1613654755058,2,196
1613654755058,1,69
1613654755058,1,73
1613654755058,0,18
1613654755058,3,174
1613654755058,4,176
1613654755058,3,66
1613654755058,0,11
1613654755059,1,198
1613654755059,2,68
1613654755059,0,195
1613654755059,1,30
1613654755059,1,169
1613654755059,3,147
1613654755059,2,174
1613654755059,0,115
1613654755059,1,33
1613654755059,3,51
1613654755059,1,90
1613654755059,0,150
1613654755059,4,168
1613654755059,3,2
1613654755059,1,190
1613654755059,1,186
1613654755059,0,75
1613654755059,0,163
1613654755059,0,12
1613654755059,3,134
1613654755059,0,168
1613654755059,0,81
1613654755059,3,136
1613654755059,3,18
1613654755059,4,106
1613654755059,4,177
1613654755059,2,89
1613654755059,1,128
1613654755059,3,154
1613654755059,3,162
1613654755059,0,12
1613654755059,2,157
1613654755059,0,117
1613654755059,4,133
1613654755059,4,86
1613654755059,0,14
1613654755059,2,162
1613654755059,1,14
1613654755059,1,88
1613654755059,2,94
1613654755059,0,194
1613654755059,3,11
1613654755059,1,82
1613654755059,0,12
1613654755059,2,96
1613654755060,2,186
1613654755060,2,34
1613654755060,1,199
1613654755060,0,97
1613654755060,1,100
1613654755060,0,27
1613654755060,0,100
1613654755060,1,99
1613654755060,1,14
1613654755060,0,89
1613654755060,2,27
1613654755060,3,47
1613654755060,4,13
1613654755060,0,105
1613654755060,0,15
1613654755060,1,128
1613654755060,0,167
1613654755060,0,83
1613654755060,1,36
1613654755060,4,34
1613654755060,2,78
1613654755060,1,57
1613654755060,4,97
1613654755060,3,166
1613654755060,2,45
1613654755060,2,111
1613654755060,1,78
1613654755060,1,19
1613654755062,0,170
1613654755062,3,35
1613654755062,0,132
1613654755062,0,108
1613654755062,3,61
1613654755062,1,180
1613654755062,1,89
1613654755062,2,14
1613654755062,3,93
1613654755062,2,108
1613654755062,1,43
1613654755062,4,152
1613654755062,2,183
1613654755062,0,47
1613654755062,2,58
1613654755062,2,186
1613654755062,2,160
1613654755062,3,138
1613654755062,0,176
1613654755062,1,144
1613654755062,2,175
1613654755062,2,79
1613654755062,1,194
1613654755062,4,55
1613654755062,0,94
1613654755062,2,78
1613654755062,2,29
1613654755062,1,196
1613654755062,4,160
1613654755063,0,35
1613654755063,4,59
1613654755063,4,81
1613654755063,3,122
1613654755063,1,180
1613654755063,4,70
1613654755063,2,185
1613654755063,1,67
1613654755063,2,137
1613654755063,3,81
1613654755063,1,17
1613654755063,0,189
1613654755063,0,52
1613654755063,2,132
1613654755063,4,199
1613654755063,2,4
1613654755063,2,193
1613654755063,1,190
1613654755063,1,164
1613654755063,2,91
1613654755063,3,124
1613654755063,2,66
1613654755063,2,163
1613654755063,0,84
1613654755063,3,159
1613654755063,2,196
1613654755063,2,17
1613654755063,2,110
1613654755063,3,75
1613654755063,3,195
1613654755063,1,181
1613654755063,2,102
1613654755063,0,107
1613654755063,2,62
1613654755063,2,87
1613654755063,0,33
1613654755063,0,22
1613654755063,4,9
1613654755063,1,194
1613654755063,1,21
1613654755063,2,20
1613654755064,4,199
1613654755064,2,155
1613654755064,4,173
1613654755064,1,133
1613654755064,3,55
1613654755064,0,129
1613654755064,2,84
1613654755064,0,71
1613654755064,0,136
1613654755064,2,61
1613654755064,4,150
1613654755064,1,111
1613654755064,1,110
1613654755064,4,9
1613654755064,0,60
1613654755064,2,68
1613654755064,2,157
1613654755064,3,123
1613654755064,0,150
1613654755064,4,104
1613654755064,4,114
1613654755064,0,160
1613654755064,1,56
1613654755064,0,88
1613654755064,0,167
1613654755064,4,139
1613654755064,2,159
1613654755064,3,97
1613654755064,3,46
1613654755064,2,85
1613654755064,1,123
1613654755064,1,99
1613654755064,2,50
1613654755064,0,124
1613654755064,0,93
1613654755064,2,199
1613654755064,1,171
1613654755064,4,166
1613654755064,2,7
1613654755064,1,42
1613654755064,1,0
1613654755064,1,44
1613654755064,0,96
1613654755064,4,146
1613654755064,3,148
1613654755064,3,186
1613654755065,3,175
1613654755065,0,21
1613654755065,2,83
1613654755065,1,11
1613654755065,1,133
1613654755065,2,135
1613654755065,1,124
1613654755065,1,30
1613654755065,2,13
1613654755065,4,138
1613654755065,3,134
1613654755065,1,5
1613654755065,4,21
1613654755065,1,4
1613654755065,3,172
1613654755065,4,163
1613654755065,2,116
1613654755065,0,79
1613654755065,0,179
1613654755065,1,91
1613654755065,2,4
1613654755065,1,90
1613654755065,1,161
1613654755065,4,61
1613654755065,2,191
1613654755065,3,42
1613654755065,1,77
1613654755065,0,66
1613654755065,1,170
1613654755065,0,189
1613654755065,3,11
1613654755065,4,189
1613654755065,0,198
1613654755065,4,171
1613654755065,3,119
1613654755065,0,105
1613654755065,4,12
1613654755065,0,197
1613654755065,3,6
1613654755065,1,63
1613654755065,3,167
1613654755065,1,112
1613654755065,3,58
1613654755065,1,111
1613654755065,2,99
1613654755065,2,96
1613654755065,0,180
1613654755065,3,123
1613654755065,2,113
1613654755065,1,135
1613654755065,2,122
1613654755065,0,17
1613654755065,1,178
1613654755065,4,69
1613654755065,1,0
1613654755065,4,79
1613654755066,1,145
1613654755066,1,111
1613654755066,3,192
1613654755066,4,191
1613654755066,2,68
1613654755066,4,34
1613654755066,2,108
1613654755066,4,10
1613654755066,4,105
1613654755066,2,14
1613654755066,1,24
1613654755066,4,174
1613654755066,4,11
1613654755066,0,101
1613654755066,3,195
1613654755066,0,90
1613654755066,0,83
1613654755066,1,67
1613654755066,2,164
1613654755066,3,175
1613654755066,2,185
1613654755066,2,125
1613654755066,3,30
1613654755066,1,182
1613654755066,1,178
1613654755066,3,52
1613654755066,2,182
1613654755066,2,142
1613654755066,3,25
1613654755066,4,121
1613654755066,1,81
1613654755066,4,68
1613654755066,3,64
1613654755066,0,72
1613654755066,3,185
1613654755066,4,66
1613654755066,3,21
1613654755066,4,183
1613654755066,4,63
1613654755066,2,123
1613654755066,4,192
1613654755066,0,117
1613654755066,1,39
1613654755066,3,146
1613654755066,0,121
1613654755066,0,53
1613654755066,1,32
1613654755066,0,176
1613654755066,3,100
1613654755066,1,122
1613654755066,0,35
1613654755066,4,181
1613654755066,1,102
1613654755066,1,10
1613654755066,2,65
1613654755066,0,100
1613654755066,3,134
1613654755066,1,141
1613654755066,3,64
1613654755066,3,41
1613654755066,4,71
1613654755066,0,93
1613654755066,3,116
1613654755066,2,171
1613654755066,1,194
1613654755066,1,142
1613654755066,1,199
1613654755066,4,20
1613654755066,0,102
1613654755066,3,4
1613654755066,1,131
1613654755066,3,149
1613654755066,0,162
1613654755066,4,113
1613654755066,4,44
1613654755066,2,45
1613654755066,2,167
1613654755066,2,142
1613654755066,0,96
1613654755066,3,41
1613654755066,4,160
1613654755066,4,54
1613654755066,2,144
1613654755066,0,50
1613654755066,0,82
1613654755066,1,16
1613654755066,4,70
1613654755066,4,180
1613654755066,0,174
1613654755066,2,164
1613654755066,3,167
1613654755066,3,35
1613654755066,0,60
1613654755066,4,82
1613654755066,0,32
1613654755066,2,165
1613654755066,0,64
1613654755066,3,88
1613654755066,1,115
1613654755066,1,4
1613654755066,1,31
1613654755066,0,34
1613654755067,1,121
1613654755067,4,35
1613654755067,3,111
1613654755067,4,57
1613654755067,2,142
1613654755067,2,30
1613654755067,2,36
1613654755067,3,191
1613654755067,4,33
1613654755067,2,156
1613654755067,1,23
1613654755067,4,31
1613654755067,3,139
1613654755067,1,166
1613654755067,2,15
1613654755067,1,191
1613654755067,1,5
1613654755067,1,71
1613654755067,0,130
1613654755067,1,102
1613654755067,1,156
1613654755067,3,67
1613654755067,4,9
1613654755067,1,192
1613654755067,4,198
1613654755067,4,58
1613654755067,0,121
1613654755067,0,7
1613654755067,0,60
1613654755067,4,75
1613654755067,3,143
1613654755067,1,193
1613654755067,4,16
1613654755067,1,187
1613654755067,4,145
1613654755067,0,135
1613654755067,1,94
1613654755067,2,62
1613654755067,3,17
1613654755067,1,169
1613654755067,3,116
1613654755067,4,138
1613654755067,4,138
1613654755067,2,20
1613654755067,0,11
1613654755067,3,184
1613654755067,2,139
1613654755067,3,166
1613654755067,1,85
1613654755067,1,36
1613654755067,1,65
1613654755067,1,126
1613654755067,0,71
1613654755067,0,138
1613654755067,2,126
1613654755067,0,94
1613654755067,2,150
1613654755067,2,193
1613654755067,4,190
1613654755067,4,58
1613654755067,3,3
1613654755067,4,65
1613654755067,3,38
1613654755067,4,129
1613654755067,1,89
1613654755067,1,70
1613654755067,0,38
1613654755067,0,40
1613654755067,3,131
1613654755067,2,116
1613654755067,3,94
1613654755067,2,164
1613654755067,3,40
1613654755067,4,130
1613654755067,4,33
1613654755067,0,14
1613654755067,1,57
1613654755067,1,185
1613654755067,1,118
1613654755067,4,126
1613654755067,4,95
1613654755067,0,132
1613654755067,3,76
1613654755067,0,138
1613654755067,2,71
1613654755067,1,120
1613654755067,4,91
1613654755067,2,77
1613654755067,3,183
1613654755067,3,74
1613654755067,3,135
1613654755067,0,171
1613654755067,2,104
1613654755067,1,125
1613654755067,4,22
1613654755067,4,153
1613654755067,2,140
1613654755067,4,171
1613654755067,2,118
1613654755067,0,183
1613654755067,4,14
1613654755067,0,113
1613654755067,3,170
1613654755067,3,111
1613654755067,1,15
1613654755067,0,5
1613654755067,0,4
1613654755067,2,101
1613654755067,0,165
1613654755067,1,105
1613654755067,1,25
1613654755067,3,126
1613654755067,1,139
1613654755067,1,55
1613654755067,1,146
1613654755067,4,3
1613654755067,4,77
1613654755067,3,148
1613654755067,2,7
1613654755067,1,157
1613654755067,4,58
1613654755067,4,151
1613654755067,3,187
1613654755067,1,144
1613654755067,2,74
1613654755067,1,176
1613654755067,3,109
1613654755067,2,1
1613654755067,1,184
1613654755067,2,171
1613654755067,4,59
1613654755067,4,114
1613654755067,0,167
1613654755067,1,21
1613654755067,1,38
1613654755067,4,107
1613654755067,0,86
1613654755068,0,83
1613654755068,1,26
1613654755068,2,168
1613654755068,0,6
1613654755068,1,159
